record_id,factory_id,factory_name,latitude,longitude,production_line,machine_id,machine_type,timestamp,shift,units_produced,machine_hours,defects,defect_level,operator_id,operator_notes,date
R00156,F002,East Plant,19.08141463,72.88529155,Line-C,F002_Line-C_Lathe_5,Lathe,25-01-2025 10:19,Day,125,11.82,4,Medium,OP038,normal operation,25-01-2025
R00157,F002,East Plant,19.06605894,72.87739061,Line-C,F002_Line-C_Robot_2,Robot,02-03-2025 16:23,Day,108,5.83,0,None,OP023,normal operation,02-03-2025
R00158,F002,East Plant,19.07427054,72.89481708,Line-B,F002_Line-B_Press_2,Press,21-01-2025 18:40,Night,121,9.67,1,Low,OP022,normal operation,21-01-2025
R00159,F002,East Plant,19.08742326,72.86649178,Line-C,F002_Line-C_Press_7,Press,12-03-2025 08:51,Day,67,5.5,5,Medium,OP003,normal operation,12-03-2025
R00160,F002,East Plant,19.08901741,72.89331511,Line-A,F002_Line-A_Press_6,Press,15-01-2025 12:39,Night,71,6.76,2,Low,OP050,normal operation,15-01-2025
R00161,F002,East Plant,19.07234678,72.8795468,Line-C,F002_Line-C_Robot_1,Robot,27-03-2025 02:32,Day,144,7.24,3,Medium,OP035,none power,27-03-2025
R00162,F002,East Plant,19.08785704,72.88488953,Line-A,F002_Line-A_CNC_6,CNC,21-03-2025 08:27,Day,100,7.01,1,Low,OP049,sensor sensor,21-03-2025
R00163,F003,South Plant,12.97801687,77.60684627,Line-B,F003_Line-B_Robot_4,Robot,05-02-2025 18:36,Evening,128,5.77,0,None,OP036,normal operation,05-02-2025
R00164,F001,North Plant,28.71938468,77.10757836,Line-B,F001_Line-B_Press_8,Press,16-01-2025 16:16,Night,80,6.08,7,High,OP002,normal operation,16-01-2025
R00165,F003,South Plant,12.9542227,77.57512116,Line-C,F003_Line-C_Robot_3,Robot,10-02-2025 10:58,Day,181,9.33,1,Low,OP036,normal operation,10-02-2025
R00166,F001,North Plant,28.71270473,77.09666923,Line-C,F001_Line-C_Press_4,Press,16-01-2025 11:39,Day,102,8.05,5,Medium,OP030,normal operation,16-01-2025
R00167,F001,North Plant,28.69371198,77.107529,Line-C,F001_Line-C_Robot_8,Robot,07-02-2025 23:12,Evening,149,8.06,2,Low,OP033,normal operation,07-02-2025
R00168,F003,South Plant,12.97654443,77.60183614,Line-B,F003_Line-B_Press_8,Press,03-03-2025 07:26,Night,80,6.6,3,Medium,OP016,vibration power,03-03-2025
R00169,F003,South Plant,12.98449753,77.60133181,Line-A,F003_Line-A_Press_10,Press,09-03-2025 16:20,Evening,111,9.16,3,Medium,OP048,normal operation,09-03-2025
R00170,F001,North Plant,28.72079905,77.10644672,Line-A,F001_Line-A_CNC_7,CNC,13-02-2025 23:41,Day,95,6.75,5,Medium,OP033,overheat none,13-02-2025
R00171,F001,North Plant,28.68960143,77.09143692,Line-B,F001_Line-B_Lathe_10,Lathe,16-03-2025 06:04,Day,88,8.94,0,None,OP043,normal operation,16-03-2025
R00172,F002,East Plant,19.06181634,72.86009191,Line-A,F002_Line-A_Press_8,Press,14-02-2025 18:25,Night,63,5.9,3,Medium,OP022,normal operation,14-02-2025
R00173,F003,South Plant,12.97286449,77.58772063,Line-C,F003_Line-C_Press_6,Press,25-01-2025 11:25,Evening,115,9.29,3,Medium,OP045,normal operation,25-01-2025
R00174,F001,North Plant,28.69591801,77.10246626,Line-C,F001_Line-C_Press_7,Press,08-01-2025 09:01,Evening,127,10.67,3,Medium,OP021,normal operation,08-01-2025
R00175,F003,South Plant,12.96728204,77.58573958,Line-B,F003_Line-B_Lathe_7,Lathe,19-02-2025 23:09,Evening,62,6.67,3,Medium,OP043,normal operation,19-02-2025
R00176,F003,South Plant,12.96135813,77.61314093,Line-A,F003_Line-A_Press_1,Press,17-01-2025 11:56,Day,97,8.52,9,High,OP033,normal operation,17-01-2025
R00177,F003,South Plant,12.95906652,77.59808644,Line-B,F003_Line-B_Robot_8,Robot,14-01-2025 22:21,Day,171,9.12,1,Low,OP034,normal operation,14-01-2025
R00178,F002,East Plant,19.07133963,72.86175297,Line-A,F002_Line-A_Lathe_7,Lathe,25-03-2025 09:30,Day,56,5.67,1,Low,OP010,normal operation,25-03-2025
R00179,F001,North Plant,28.67538717,77.10089095,Line-B,F001_Line-B_Robot_5,Robot,14-02-2025 10:33,Day,149,6.89,0,None,OP040,normal operation,14-02-2025
R00180,F003,South Plant,12.97059846,77.59256326,Line-B,F003_Line-B_Lathe_6,Lathe,29-03-2025 17:00,Day,95,9,5,Medium,OP035,normal operation,29-03-2025
R00181,F002,East Plant,19.07073922,72.8775598,Line-B,F002_Line-B_Lathe_8,Lathe,11-03-2025 11:22,Night,47,4.28,2,Low,OP003,normal operation,11-03-2025
R00182,F003,South Plant,12.97226991,77.59975939,Line-A,F003_Line-A_CNC_5,CNC,31-01-2025 03:41,Day,97,6.84,0,None,OP048,normal operation,31-01-2025
R00183,F001,North Plant,28.70489993,77.10597906,Line-B,F001_Line-B_Milling_2,Milling,26-02-2025 12:02,Evening,70,5.67,3,Medium,OP011,normal operation,26-02-2025
R00184,F003,South Plant,12.96144178,77.5952168,Line-B,F003_Line-B_Milling_1,Milling,11-02-2025 12:31,Day,83,7.01,4,Medium,OP004,normal operation,11-02-2025
R00185,F002,East Plant,19.06333659,72.87712016,Line-B,F002_Line-B_Press_3,Press,02-02-2025 09:08,Day,113,9.23,2,Low,OP034,normal operation,02-02-2025
R00186,F002,East Plant,19.07417104,72.89144876,Line-C,F002_Line-C_Lathe_3,Lathe,22-01-2025 18:31,Day,120,12.31,3,Medium,OP012,normal operation,22-01-2025
R00187,F001,North Plant,28.69912501,77.09561496,Line-C,F001_Line-C_Robot_10,Robot,29-03-2025 15:14,Day,144,7.78,1,Low,OP016,sensor lubrication,29-03-2025
R00188,F003,South Plant,12.96398538,77.57943864,Line-A,F003_Line-A_CNC_5,CNC,01-03-2025 03:26,Evening,120,8.91,1,Low,OP017,normal operation,01-03-2025
R00189,F003,South Plant,12.99033298,77.60540048,Line-A,F003_Line-A_Robot_8,Robot,06-02-2025 17:21,Day,184,8.79,1,Low,OP044,calibration calibration none,06-02-2025
R00190,F001,North Plant,28.71243807,77.09822244,Line-A,F001_Line-A_Press_6,Press,17-03-2025 18:32,Night,105,7.79,4,Medium,OP020,normal operation,17-03-2025
R00191,F003,South Plant,12.96204877,77.59883599,Line-B,F003_Line-B_Lathe_8,Lathe,08-02-2025 21:34,Night,73,7.13,1,Low,OP013,normal operation,08-02-2025
R00192,F002,East Plant,19.07865056,72.87724973,Line-B,F002_Line-B_CNC_7,CNC,17-03-2025 12:22,Day,98,6.63,2,Low,OP023,normal operation,17-03-2025
R00193,F003,South Plant,12.98952923,77.59683955,Line-B,F003_Line-B_Milling_5,Milling,04-01-2025 21:08,Day,118,10.4,3,Medium,OP043,none vibration,04-01-2025
R00194,F002,East Plant,19.08917115,72.87651931,Line-A,F002_Line-A_Lathe_1,Lathe,19-03-2025 12:34,Night,75,7.58,4,Medium,OP048,normal operation,19-03-2025
R00195,F002,East Plant,19.07034715,72.87359291,Line-B,F002_Line-B_Robot_4,Robot,19-03-2025 21:21,Day,147,7.1,1,Low,OP023,normal operation,19-03-2025
R00196,F001,North Plant,28.7081373,77.10225804,Line-C,F001_Line-C_CNC_5,CNC,28-03-2025 14:57,Evening,67,5.08,1,Low,OP049,normal operation,28-03-2025
R00197,F003,South Plant,12.96650805,77.60237531,Line-C,F003_Line-C_Lathe_3,Lathe,22-03-2025 10:56,Evening,78,8.4,1,Low,OP007,none misalignment jam,22-03-2025
R00198,F003,South Plant,12.97673908,77.59639582,Line-A,F003_Line-A_Press_8,Press,07-01-2025 00:55,Evening,110,8.3,0,None,OP038,normal operation,07-01-2025
R00199,F002,East Plant,19.06633688,72.87920136,Line-C,F002_Line-C_CNC_5,CNC,12-02-2025 07:50,Evening,117,7.19,5,Medium,OP048,normal operation,12-02-2025
R00200,F002,East Plant,19.07194375,72.87702609,Line-A,F002_Line-A_CNC_9,CNC,16-02-2025 14:24,Night,50,2.25,4,Medium,OP034,misalignment jam none,16-02-2025
R00201,F002,East Plant,19.09799527,72.8830203,Line-A,F002_Line-A_CNC_8,CNC,08-02-2025 11:00,Night,113,7.55,2,Low,OP048,normal operation,08-02-2025
R00202,F002,East Plant,19.08429962,72.87217165,Line-A,F002_Line-A_Press_2,Press,19-01-2025 10:31,Day,94,7.46,0,None,OP049,normal operation,19-01-2025
R00203,F001,North Plant,28.71648632,77.10364711,Line-C,F001_Line-C_Lathe_7,Lathe,14-03-2025 12:55,Day,110,10.4,9,High,OP024,normal operation,14-03-2025
R00204,F001,North Plant,28.70346777,77.08728472,Line-B,F001_Line-B_CNC_9,CNC,16-01-2025 16:41,Day,86,5.91,3,Medium,OP030,normal operation,16-01-2025
R00205,F002,East Plant,19.07211426,72.86885184,Line-C,F002_Line-C_Lathe_5,Lathe,17-03-2025 05:01,Day,114,11.14,8,High,OP025,normal operation,17-03-2025
R00206,F003,South Plant,12.96797262,77.58957401,Line-B,F003_Line-B_CNC_4,CNC,02-03-2025 20:11,Night,88,6.58,2,Low,OP002,normal operation,02-03-2025
R00207,F003,South Plant,12.96939805,77.57392145,Line-C,F003_Line-C_Press_10,Press,29-01-2025 11:04,Day,81,6.93,0,None,OP042,lubrication,29-01-2025
R00208,F003,South Plant,12.9824448,77.5888247,Line-B,F003_Line-B_Milling_5,Milling,26-03-2025 09:32,Day,65,5.82,0,None,OP027,calibration,26-03-2025
R00209,F001,North Plant,28.70090946,77.09453974,Line-A,F001_Line-A_Milling_5,Milling,06-03-2025 10:00,Day,144,12.72,3,Medium,OP008,normal operation,06-03-2025
R00210,F001,North Plant,28.71241349,77.10068522,Line-A,F001_Line-A_Robot_3,Robot,20-02-2025 19:56,Day,160,7.8,1,Low,OP030,normal operation,20-02-2025
R00211,F002,East Plant,19.07331469,72.86878808,Line-C,F002_Line-C_Milling_9,Milling,24-02-2025 14:52,Day,120,10.43,3,Medium,OP038,misalignment overheat overheat,24-02-2025
R00212,F003,South Plant,12.98942078,77.58394815,Line-A,F003_Line-A_Robot_2,Robot,04-03-2025 21:51,Day,145,8.01,0,None,OP040,none power,04-03-2025
R00213,F002,East Plant,19.06987563,72.88131504,Line-A,F002_Line-A_Lathe_4,Lathe,27-02-2025 15:28,Evening,78,7.23,1,Low,OP029,vibration,27-02-2025
R00214,F002,East Plant,19.0564061,72.88502649,Line-A,F002_Line-A_Milling_6,Milling,11-03-2025 06:56,Day,92,7.33,3,Medium,OP042,normal operation,11-03-2025
R00215,F002,East Plant,19.08600582,72.8709938,Line-A,F002_Line-A_Press_4,Press,17-01-2025 16:15,Night,105,8.08,5,Medium,OP030,normal operation,17-01-2025
R00216,F001,North Plant,28.71995646,77.11029567,Line-C,F001_Line-C_CNC_10,CNC,05-01-2025 01:12,Night,90,5.09,2,Low,OP004,normal operation,05-01-2025
R00217,F002,East Plant,19.08910309,72.89165684,Line-A,F002_Line-A_Milling_10,Milling,27-01-2025 09:33,Day,119,10.02,7,High,OP005,normal operation,27-01-2025
R00218,F003,South Plant,12.99051388,77.58997904,Line-A,F003_Line-A_Lathe_4,Lathe,12-02-2025 16:37,Day,75,8.06,3,Medium,OP050,normal operation,12-02-2025
R00219,F001,North Plant,28.68606219,77.09895013,Line-C,F001_Line-C_CNC_3,CNC,18-01-2025 01:14,Day,97,6.74,1,Low,OP035,lubrication vibration,18-01-2025
R00220,F001,North Plant,28.70302698,77.10697717,Line-A,F001_Line-A_Lathe_1,Lathe,18-01-2025 00:26,Night,68,7.39,7,High,OP001,normal operation,18-01-2025
R00221,F002,East Plant,19.07380844,72.88997721,Line-A,F002_Line-A_Lathe_1,Lathe,23-01-2025 12:10,Evening,49,4.99,2,Low,OP017,normal operation,23-01-2025
R00222,F001,North Plant,28.684307,77.1099791,Line-A,F001_Line-A_Lathe_9,Lathe,15-01-2025 08:16,Day,62,6.12,1,Low,OP048,normal operation,15-01-2025
R00223,F001,North Plant,28.70701862,77.11149465,Line-B,F001_Line-B_Press_6,Press,07-03-2025 08:07,Day,104,8.22,4,Medium,OP038,normal operation,07-03-2025
R00224,F001,North Plant,28.7066374,77.10717693,Line-B,F001_Line-B_Press_10,Press,08-01-2025 10:40,Day,122,9.53,3,Medium,OP047,normal operation,08-01-2025
R00225,F003,South Plant,12.97035382,77.58287408,Line-C,F003_Line-C_Press_1,Press,09-01-2025 20:05,Day,101,7.9,5,Medium,OP031,normal operation,09-01-2025
R00226,F002,East Plant,19.09682349,72.8661268,Line-B,F002_Line-B_Lathe_8,Lathe,27-02-2025 01:46,Night,71,6.21,2,Low,OP005,calibration,27-02-2025
R00227,F002,East Plant,19.08880734,72.88151839,Line-C,F002_Line-C_CNC_3,CNC,05-02-2025 22:18,Evening,121,8.01,3,Medium,OP040,normal operation,05-02-2025
R00228,F003,South Plant,12.97882696,77.58597648,Line-C,F003_Line-C_Press_6,Press,19-02-2025 04:43,Day,99,7.41,2,Low,OP039,normal operation,19-02-2025
R00229,F003,South Plant,12.97036272,77.59103528,Line-B,F003_Line-B_Press_10,Press,27-02-2025 15:19,Evening,99,7.66,5,Medium,OP007,normal operation,27-02-2025
R00230,F003,South Plant,12.96200172,77.60435051,Line-A,F003_Line-A_Robot_9,Robot,28-01-2025 15:46,Day,163,8.24,2,Low,OP028,power none,28-01-2025
R00231,F001,North Plant,28.70273553,77.08632166,Line-B,F001_Line-B_Press_8,Press,22-02-2025 09:50,Evening,52,5.02,0,None,OP027,lubrication overheat calibration,22-02-2025
R00232,F001,North Plant,28.69940727,77.09552266,Line-B,F001_Line-B_Press_5,Press,18-02-2025 09:27,Evening,74,6.13,2,Low,OP010,normal operation,18-02-2025
R00233,F003,South Plant,12.96305327,77.59795037,Line-B,F003_Line-B_CNC_2,CNC,13-01-2025 02:59,Night,89,5.19,0,None,OP028,vibration,13-01-2025
R00234,F003,South Plant,12.97967123,77.58486454,Line-C,F003_Line-C_Press_3,Press,14-03-2025 02:07,Day,120,10.5,2,Low,OP004,normal operation,14-03-2025
R00235,F003,South Plant,12.95326659,77.59431916,Line-C,F003_Line-C_Lathe_2,Lathe,23-02-2025 09:56,Evening,82,7.62,5,Medium,OP023,normal operation,23-02-2025
R00236,F003,South Plant,12.96832105,77.59615191,Line-B,F003_Line-B_Robot_1,Robot,07-02-2025 07:35,Day,141,6.64,0,None,OP039,normal operation,07-02-2025
R00237,F002,East Plant,19.08627422,72.8710628,Line-B,F002_Line-B_CNC_9,CNC,29-01-2025 15:45,Day,102,6.66,1,Low,OP010,normal operation,29-01-2025
R00238,F003,South Plant,12.94721183,77.59325721,Line-B,F003_Line-B_CNC_2,CNC,14-02-2025 23:20,Night,114,7.8,0,None,OP036,normal operation,14-02-2025
R00239,F002,East Plant,19.06544613,72.88828485,Line-A,F002_Line-A_Robot_10,Robot,31-01-2025 01:42,Day,178,9.16,1,Low,OP028,normal operation,31-01-2025
R00240,F003,South Plant,12.95716145,77.57163819,Line-C,F003_Line-C_Lathe_9,Lathe,05-01-2025 05:23,Evening,66,6.53,5,Medium,OP039,normal operation,05-01-2025
R00241,F003,South Plant,12.98199112,77.59384236,Line-C,F003_Line-C_CNC_3,CNC,04-02-2025 16:49,Day,95,6.95,3,Medium,OP045,none lubrication,04-02-2025
R00242,F002,East Plant,19.08675176,72.86401295,Line-B,F002_Line-B_CNC_3,CNC,15-03-2025 13:10,Evening,86,5.36,2,Low,OP043,normal operation,15-03-2025
R00243,F002,East Plant,19.08340824,72.87256786,Line-A,F002_Line-A_CNC_1,CNC,14-01-2025 03:47,Day,104,6.77,2,Low,OP048,lubrication lubrication sensor,14-01-2025
R00244,F001,North Plant,28.70300891,77.09761402,Line-B,F001_Line-B_Press_6,Press,21-01-2025 22:11,Day,80,6.79,2,Low,OP024,none misalignment,21-01-2025
R00245,F003,South Plant,12.96968294,77.58768382,Line-B,F003_Line-B_Robot_10,Robot,18-03-2025 21:31,Day,191,9.33,3,Medium,OP006,normal operation,18-03-2025
R00246,F001,North Plant,28.71398669,77.08898554,Line-A,F001_Line-A_CNC_10,CNC,07-01-2025 07:13,Day,110,6.73,2,Low,OP044,none,07-01-2025
R00247,F002,East Plant,19.09271483,72.87662441,Line-B,F002_Line-B_Lathe_8,Lathe,20-03-2025 13:10,Day,93,8.5,1,Low,OP029,overheat overheat,20-03-2025
R00248,F002,East Plant,19.08262481,72.86903773,Line-A,F002_Line-A_Robot_2,Robot,14-02-2025 14:24,Night,127,6.36,4,Medium,OP028,none,14-02-2025
R00249,F002,East Plant,19.08722864,72.88287544,Line-C,F002_Line-C_Lathe_8,Lathe,10-03-2025 15:52,Night,69,6.33,6,High,OP043,normal operation,10-03-2025
R00250,F002,East Plant,19.07595175,72.88543013,Line-A,F002_Line-A_CNC_10,CNC,08-01-2025 23:28,Evening,116,7.38,3,Medium,OP001,normal operation,08-01-2025
R00251,F001,North Plant,28.69102426,77.10441661,Line-B,F001_Line-B_Milling_3,Milling,02-02-2025 14:09,Evening,66,6.09,5,Medium,OP019,normal operation,02-02-2025
R00252,F002,East Plant,19.07885919,72.86951003,Line-A,F002_Line-A_CNC_7,CNC,25-01-2025 16:08,Night,64,4.74,2,Low,OP009,overheat lubrication,25-01-2025
R00253,F003,South Plant,12.96654344,77.58887413,Line-C,F003_Line-C_CNC_9,CNC,28-03-2025 05:10,Night,95,5.58,2,Low,OP023,normal operation,28-03-2025
R00254,F001,North Plant,28.71459984,77.09932219,Line-B,F001_Line-B_Robot_1,Robot,26-02-2025 10:55,Day,175,8.33,6,High,OP002,normal operation,26-02-2025
R00255,F002,East Plant,19.07906014,72.88824666,Line-A,F002_Line-A_Robot_10,Robot,24-02-2025 13:50,Day,180,9.74,4,Medium,OP037,normal operation,24-02-2025
R00256,F002,East Plant,19.07660322,72.86446729,Line-C,F002_Line-C_Lathe_5,Lathe,16-01-2025 09:43,Day,90,9.68,1,Low,OP026,normal operation,16-01-2025
R00257,F001,North Plant,28.704028,77.1086503,Line-B,F001_Line-B_CNC_10,CNC,28-02-2025 15:52,Day,135,9.44,0,None,OP045,normal operation,28-02-2025
R00258,F002,East Plant,19.05759671,72.89380172,Line-A,F002_Line-A_Press_2,Press,02-02-2025 10:21,Evening,130,10.36,2,Low,OP028,normal operation,02-02-2025
R00259,F003,South Plant,12.97651796,77.61162055,Line-B,F003_Line-B_Press_7,Press,09-02-2025 12:36,Night,94,7.74,1,Low,OP048,normal operation,09-02-2025
R00260,F002,East Plant,19.09020257,72.87235284,Line-A,F002_Line-A_Press_3,Press,10-01-2025 16:24,Night,64,5.01,3,Medium,OP033,normal operation,10-01-2025
R00261,F003,South Plant,12.95754245,77.58528732,Line-A,F003_Line-A_Press_4,Press,14-02-2025 09:38,Day,104,8.69,0,None,OP023,normal operation,14-02-2025
R00262,F003,South Plant,12.94235075,77.60707811,Line-C,F003_Line-C_Robot_4,Robot,15-01-2025 00:11,Day,180,9.45,2,Low,OP010,normal operation,15-01-2025
R00263,F002,East Plant,19.06733579,72.88415615,Line-A,F002_Line-A_CNC_3,CNC,25-03-2025 23:12,Evening,121,9.28,1,Low,OP005,normal operation,25-03-2025
R00264,F001,North Plant,28.71892715,77.09768926,Line-C,F001_Line-C_Press_10,Press,17-03-2025 18:34,Day,96,7.38,3,Medium,OP029,normal operation,17-03-2025
R00265,F003,South Plant,12.97865365,77.58708874,Line-C,F003_Line-C_Lathe_10,Lathe,12-02-2025 16:13,Night,68,6.37,1,Low,OP041,normal operation,12-02-2025
R00266,F002,East Plant,19.05851618,72.87903094,Line-A,F002_Line-A_Press_8,Press,26-02-2025 06:28,Day,102,8.91,0,None,OP041,normal operation,26-02-2025
R00267,F002,East Plant,19.08313061,72.88730139,Line-B,F002_Line-B_Lathe_6,Lathe,06-03-2025 20:35,Day,126,12.67,3,Medium,OP005,normal operation,06-03-2025
R00268,F002,East Plant,19.06300883,72.86547788,Line-B,F002_Line-B_Press_1,Press,17-02-2025 06:05,Day,96,7.47,0,None,OP019,none,17-02-2025
R00269,F003,South Plant,12.97099711,77.59914795,Line-A,F003_Line-A_Lathe_9,Lathe,20-02-2025 19:38,Evening,90,9,3,Medium,OP030,misalignment overheat jam,20-02-2025
R00270,F003,South Plant,12.97858828,77.59880973,Line-C,F003_Line-C_Robot_8,Robot,16-03-2025 14:54,Night,107,5.6,0,None,OP042,normal operation,16-03-2025
R00271,F001,North Plant,28.71377488,77.09689065,Line-B,F001_Line-B_Lathe_9,Lathe,21-01-2025 10:12,Evening,61,5.6,4,Medium,OP004,misalignment power,21-01-2025
R00272,F001,North Plant,28.68633765,77.10658653,Line-B,F001_Line-B_Milling_2,Milling,06-03-2025 12:57,Day,90,8.01,2,Low,OP042,jam,06-03-2025
R00273,F001,North Plant,28.69293476,77.11485812,Line-A,F001_Line-A_Lathe_8,Lathe,09-03-2025 08:50,Evening,44,5.01,1,Low,OP034,jam overheat none,09-03-2025
R00274,F001,North Plant,28.70834473,77.10081907,Line-B,F001_Line-B_Press_5,Press,19-02-2025 23:24,Night,69,6.21,3,Medium,OP027,vibration lubrication,19-02-2025
R00275,F003,South Plant,12.95313812,77.58530489,Line-C,F003_Line-C_CNC_6,CNC,10-01-2025 08:44,Day,119,8.13,2,Low,OP022,misalignment,10-01-2025
R00276,F003,South Plant,12.97247578,77.59855936,Line-C,F003_Line-C_Press_5,Press,26-03-2025 10:56,Day,86,6.01,2,Low,OP039,normal operation,26-03-2025
R00277,F001,North Plant,28.71221397,77.09101737,Line-B,F001_Line-B_CNC_3,CNC,15-02-2025 00:36,Day,123,9.04,4,Medium,OP020,normal operation,15-02-2025
R00278,F003,South Plant,12.9694509,77.59736793,Line-C,F003_Line-C_Lathe_3,Lathe,19-03-2025 15:38,Day,110,11.33,6,High,OP046,normal operation,19-03-2025
R00279,F001,North Plant,28.70982057,77.10187809,Line-B,F001_Line-B_Lathe_6,Lathe,19-01-2025 05:44,Evening,86,8.49,4,Medium,OP043,normal operation,19-01-2025
R00280,F003,South Plant,12.95554535,77.59020994,Line-C,F003_Line-C_Milling_9,Milling,13-01-2025 20:44,Day,83,6.95,4,Medium,OP042,normal operation,13-01-2025
R00281,F003,South Plant,12.97747138,77.58331526,Line-B,F003_Line-B_Press_1,Press,18-02-2025 05:57,Day,90,8.07,4,Medium,OP020,misalignment,18-02-2025
R00282,F001,North Plant,28.70139379,77.1114259,Line-B,F001_Line-B_Milling_8,Milling,25-01-2025 09:46,Day,52,5.42,2,Low,OP015,normal operation,25-01-2025
R00283,F001,North Plant,28.71387568,77.09497155,Line-A,F001_Line-A_CNC_2,CNC,06-03-2025 16:27,Evening,106,7.23,0,None,OP050,normal operation,06-03-2025
R00284,F003,South Plant,12.9815933,77.59222923,Line-C,F003_Line-C_Robot_1,Robot,26-03-2025 08:56,Evening,137,7.28,3,Medium,OP022,normal operation,26-03-2025
R00285,F003,South Plant,12.98659034,77.59460421,Line-A,F003_Line-A_Lathe_3,Lathe,22-01-2025 19:34,Day,88,8.22,5,Medium,OP012,normal operation,22-01-2025
R00286,F003,South Plant,12.97897291,77.59301383,Line-C,F003_Line-C_Robot_3,Robot,26-02-2025 07:31,Evening,152,7.2,0,None,OP003,jam power,26-02-2025
R00287,F002,East Plant,19.09469615,72.85784338,Line-C,F002_Line-C_Lathe_8,Lathe,21-03-2025 02:42,Evening,51,5.5,2,Low,OP019,normal operation,21-03-2025
R00288,F003,South Plant,12.97729079,77.60692525,Line-B,F003_Line-B_CNC_4,CNC,10-02-2025 16:17,Day,102,6.86,1,Low,OP031,normal operation,10-02-2025
R00289,F001,North Plant,28.70718261,77.08093399,Line-B,F001_Line-B_Lathe_10,Lathe,26-02-2025 09:30,Day,64,6.72,0,None,OP030,normal operation,26-02-2025
R00290,F002,East Plant,19.0527837,72.867043,Line-B,F002_Line-B_Press_7,Press,22-01-2025 06:44,Day,104,7.14,0,None,OP013,normal operation,22-01-2025
R00291,F003,South Plant,12.96483696,77.60423245,Line-A,F003_Line-A_Robot_1,Robot,24-03-2025 13:12,Day,189,10.25,3,Medium,OP031,normal operation,24-03-2025
R00292,F002,East Plant,19.0662705,72.87979447,Line-C,F002_Line-C_Milling_9,Milling,16-01-2025 20:21,Day,101,9.26,2,Low,OP019,normal operation,16-01-2025
R00293,F001,North Plant,28.70668522,77.10288233,Line-A,F001_Line-A_CNC_9,CNC,19-01-2025 14:50,Day,99,6.19,1,Low,OP028,normal operation,19-01-2025
R00294,F001,North Plant,28.71425228,77.10008769,Line-A,F001_Line-A_Robot_6,Robot,06-01-2025 02:58,Night,117,5.43,3,Medium,OP027,overheat,06-01-2025
R00295,F002,East Plant,19.07127149,72.8648557,Line-C,F002_Line-C_Press_7,Press,12-01-2025 11:08,Day,144,11.06,3,Medium,OP024,jam,12-01-2025
R00296,F001,North Plant,28.72438629,77.11208477,Line-B,F001_Line-B_Milling_6,Milling,19-01-2025 23:47,Evening,84,7.32,4,Medium,OP009,vibration,19-01-2025
R00297,F002,East Plant,19.07546879,72.88993569,Line-B,F002_Line-B_Lathe_3,Lathe,02-03-2025 07:43,Day,96,9.74,7,High,OP029,normal operation,02-03-2025
R00298,F003,South Plant,12.96975415,77.58761804,Line-A,F003_Line-A_Milling_1,Milling,03-02-2025 20:16,Day,77,7.01,4,Medium,OP014,normal operation,03-02-2025
R00299,F001,North Plant,28.68533447,77.10869711,Line-C,F001_Line-C_Milling_10,Milling,09-03-2025 21:24,Evening,99,8.5,3,Medium,OP028,normal operation,09-03-2025
R00300,F001,North Plant,28.71699397,77.11218006,Line-B,F001_Line-B_CNC_2,CNC,07-01-2025 15:24,Day,96,6.31,1,Low,OP016,normal operation,07-01-2025
R00301,F002,East Plant,19.08996597,72.88184648,Line-C,F002_Line-C_Robot_8,Robot,09-01-2025 22:31,Day,202,10.4,3,Medium,OP008,calibration none,09-01-2025
R00302,F003,South Plant,12.96716956,77.58980507,Line-C,F003_Line-C_CNC_9,CNC,16-03-2025 14:31,Evening,120,8.2,2,Low,OP016,normal operation,16-03-2025
R00303,F003,South Plant,12.99024625,77.6056993,Line-A,F003_Line-A_CNC_1,CNC,21-03-2025 06:56,Night,105,7.27,3,Medium,OP023,normal operation,21-03-2025
R00304,F001,North Plant,28.71260648,77.10093258,Line-C,F001_Line-C_Press_2,Press,10-03-2025 00:27,Evening,65,4.78,1,Low,OP024,overheat,10-03-2025
R00305,F003,South Plant,12.96502165,77.60314525,Line-C,F003_Line-C_Press_9,Press,12-03-2025 08:52,Day,100,7.55,5,Medium,OP002,normal operation,12-03-2025
R00306,F002,East Plant,19.07443493,72.89078316,Line-B,F002_Line-B_CNC_7,CNC,17-02-2025 07:48,Night,113,6.82,2,Low,OP017,misalignment power lubrication,17-02-2025
R00307,F001,North Plant,28.71390094,77.10605889,Line-B,F001_Line-B_Robot_6,Robot,01-02-2025 14:19,Day,176,8.71,0,None,OP047,normal operation,01-02-2025
R00308,F003,South Plant,12.97393947,77.59077322,Line-C,F003_Line-C_CNC_10,CNC,12-02-2025 20:04,Day,148,10.73,3,Medium,OP009,normal operation,12-02-2025
R00309,F001,North Plant,28.70114082,77.11349377,Line-B,F001_Line-B_Press_3,Press,30-03-2025 11:51,Night,97,8.98,1,Low,OP030,normal operation,30-03-2025
R00310,F003,South Plant,12.95507633,77.57984963,Line-B,F003_Line-B_Lathe_3,Lathe,09-01-2025 08:48,Day,102,10.1,7,High,OP046,normal operation,09-01-2025
R00311,F002,East Plant,19.07285594,72.88728288,Line-A,F002_Line-A_CNC_1,CNC,27-01-2025 05:13,Evening,95,5.91,2,Low,OP003,normal operation,27-01-2025
R00312,F002,East Plant,19.08301849,72.87708047,Line-B,F002_Line-B_Press_9,Press,04-03-2025 01:09,Evening,59,3.46,1,Low,OP017,normal operation,04-03-2025
